,CTA Station,Station_Location,Venue,Venue Latitude,Venue Longitude,Venue Category
246,43rd,"[41.816462, -87.619021]",Sharks,41.831049819421416,-87.6198086334991,Seafood Restaurant
247,43rd,"[41.816462, -87.619021]",Dollar Tree,41.80935199111531,-87.60807887336766,Discount Store
248,43rd,"[41.816462, -87.619021]",Miller Lite Bullpen Sports Bar,41.82919383428206,-87.6337894537516,Sports Bar
249,43rd,"[41.816462, -87.619021]",Room 43,41.81667810188055,-87.60012953048788,Performing Arts Venue
250,43rd,"[41.816462, -87.619021]",Dollar General,41.82371964029583,-87.61343323165023,Discount Store
251,43rd,"[41.816462, -87.619021]",35 and Lake shore drive,41.831104,-87.60689,Beach
252,43rd,"[41.816462, -87.619021]",CTA - Indiana,41.82179407702673,-87.62169085001389,Train Station
253,43rd,"[41.816462, -87.619021]",Colossal Crab & Miller Pizza Chicago,41.83104733392173,-87.62755033875472,Pizza Place
254,43rd,"[41.816462, -87.619021]",TT Nails,41.806117,-87.606788,Cosmetics Shop
255,43rd,"[41.816462, -87.619021]",Chitown Sandwich Club,41.80667031866704,-87.61590490948792,Deli / Bodega
256,43rd,"[41.816462, -87.619021]",Uncle Joe's Tropical Dining,41.80950675436556,-87.61587177825524,Caribbean Restaurant
257,43rd,"[41.816462, -87.619021]",Alice's,41.816452747196045,-87.62377549770207,BBQ Joint
258,43rd,"[41.816462, -87.619021]",Uncle Remus,41.80956895041865,-87.60729758022751,Fast Food Restaurant
259,43rd,"[41.816462, -87.619021]",Gallery Guichard,41.83050288817817,-87.6166244389035,Art Gallery
260,43rd,"[41.816462, -87.619021]",Family Dollar,41.81380042671393,-87.6063182603912,Discount Store
261,43rd,"[41.816462, -87.619021]",Honey 1 BBQ,41.81691,-87.60732,BBQ Joint
262,43rd,"[41.816462, -87.619021]",Walgreens,41.83246126697113,-87.61611968278885,Pharmacy
263,43rd,"[41.816462, -87.619021]",Baskin-Robbins,41.83150981920054,-87.61495356728885,Ice Cream Shop
264,43rd,"[41.816462, -87.619021]",Wingstop,41.832425,-87.615098,Wings Joint
265,43rd,"[41.816462, -87.619021]",CTA - 35th-Bronzeville-IIT,41.83200539955257,-87.6259047257505,Train Station
266,43rd,"[41.816462, -87.619021]",PNC Bank,41.830618,-87.626762,Bank
267,43rd,"[41.816462, -87.619021]",Subway,41.831227970127095,-87.62204923177126,Sandwich Place
268,43rd,"[41.816462, -87.619021]",Subway,41.80269085028078,-87.60722709370037,Sandwich Place
269,43rd,"[41.816462, -87.619021]",United Scout Lounge,41.82988603869596,-87.63482902186432,Lounge
270,43rd,"[41.816462, -87.619021]",Truth Italian Restaurant,41.823802214208015,-87.62412408781066,Italian Restaurant
271,43rd,"[41.816462, -87.619021]",SUBWAY,41.80202555359346,-87.62147006121796,Sandwich Place
272,43rd,"[41.816462, -87.619021]",CTA - 47th,41.80968982913657,-87.63144263198265,Train Station
273,43rd,"[41.816462, -87.619021]",T-Mobile,41.83166333,-87.61564833,Mobile Phone Shop
274,43rd,"[41.816462, -87.619021]",Walmart Neighborhood Market,41.808862077283266,-87.60697577825051,Grocery Store
275,43rd,"[41.816462, -87.619021]",Redbox,41.832721,-87.617004,Video Store
276,51st,"[41.80209, -87.618487]",Blues Brothers Mural / Shelly's Loan & Jewelry Co.,41.80939090482649,-87.61951741077655,Plaza
277,51st,"[41.80209, -87.618487]",Peach's Restaurant,41.80948067255555,-87.61700925698138,Breakfast Spot
278,51st,"[41.80209, -87.618487]",Chicago Blues District,41.81007053839409,-87.61410509512463,Jazz Club
279,51st,"[41.80209, -87.618487]",gallery guichard,41.80954705679052,-87.61455723289782,Art Gallery
280,51st,"[41.80209, -87.618487]",Abundance Bakery,41.809128,-87.622411,Bakery
281,51st,"[41.80209, -87.618487]",Simply Soup Salad  & Sandwiches,41.809473421245485,-87.6099820318156,Deli / Bodega
282,51st,"[41.80209, -87.618487]",Washington Park,41.79396840472847,-87.61150360107422,Park
283,51st,"[41.80209, -87.618487]",Bronzeville Jerk Shack,41.80214899521251,-87.61940201081217,Caribbean Restaurant
284,51st,"[41.80209, -87.618487]",DuSable Museum Of African American History,41.7920867992942,-87.60719909220741,History Museum
285,51st,"[41.80209, -87.618487]",Harold Washington Cultural Center,41.80939497931308,-87.61630169981821,Performing Arts Venue
286,51st,"[41.80209, -87.618487]",Two Fish Crab Shack,41.80938569255865,-87.60970578074011,Seafood Restaurant
287,51st,"[41.80209, -87.618487]",The Washington Park Arts Incubator,41.794147551729054,-87.61904441376531,Art Gallery
288,51st,"[41.80209, -87.618487]",Ain't She Sweet Cafe,41.81681675268035,-87.61300407564259,Coffee Shop
289,51st,"[41.80209, -87.618487]",Walgreens,41.802940478307704,-87.60711014270782,Pharmacy
290,51st,"[41.80209, -87.618487]",Ms. Lee's Good Food,41.794194,-87.620337,Fast Food Restaurant
291,51st,"[41.80209, -87.618487]",Odyssey 2 Lounge,41.794625462711544,-87.6204189685779,Lounge
292,51st,"[41.80209, -87.618487]",Parkway Ballroom,41.813141879084235,-87.61606404680725,Food
293,51st,"[41.80209, -87.618487]",Court Theatre at University of Chicago,41.79390494771234,-87.60083339690823,Theater
294,51st,"[41.80209, -87.618487]",Sip & Savor,41.81681724591577,-87.61287605920819,Coffee Shop
295,51st,"[41.80209, -87.618487]",Smart Museum of Art,41.7937220209854,-87.6001632509838,Art Museum
296,51st,"[41.80209, -87.618487]",Chess Records,41.80378140330802,-87.60977544034529,Historic Site
297,51st,"[41.80209, -87.618487]",Hyde Park Produce,41.79987576675732,-87.59545359476003,Grocery Store
298,51st,"[41.80209, -87.618487]",Little Black Pearl,41.80972516413735,-87.59937278843168,Art Gallery
299,51st,"[41.80209, -87.618487]",Just Turkey Restaurant,41.8152483278377,-87.60621227593978,BBQ Joint
300,51st,"[41.80209, -87.618487]",Uncle J's BBQ,41.80948775689409,-87.61364741185669,BBQ Joint
301,51st,"[41.80209, -87.618487]",Wayne's Bar-B-Que and Cajun,41.79596286458664,-87.63011406715927,BBQ Joint
302,51st,"[41.80209, -87.618487]",Saucy Porka,41.795227,-87.597038,Asian Restaurant
303,51st,"[41.80209, -87.618487]",Kimbark Liquors & Wine Shop,41.799799101169505,-87.5959125256807,Liquor Store
304,51st,"[41.80209, -87.618487]",De Rice,41.809826,-87.60345600000001,Asian Restaurant
305,51st,"[41.80209, -87.618487]",Gorée Cuisine,41.80975217657005,-87.59811669588089,African Restaurant
306,51st,"[41.80209, -87.618487]",Dunkin',41.7948283,-87.6261386,Donut Shop
307,51st,"[41.80209, -87.618487]",The Nile Restaurant,41.79522707950626,-87.59725841734928,Middle Eastern Restaurant
308,51st,"[41.80209, -87.618487]",Te'Amo Boba Bar,41.794583,-87.599063,Bubble Tea Shop
309,51st,"[41.80209, -87.618487]",Nella Pizza & Pasta,41.79478155175347,-87.5987603061899,Pizza Place
310,51st,"[41.80209, -87.618487]",SUBWAY,41.80202555359346,-87.62147006121796,Sandwich Place
311,51st,"[41.80209, -87.618487]",200 Liquors,41.80955327838536,-87.620875553998,Liquor Store
312,51st,"[41.80209, -87.618487]",Chitown Sandwich Club,41.80667031866704,-87.61590490948792,Deli / Bodega
313,51st,"[41.80209, -87.618487]",Renaissance Bronzeville,41.80992425359912,-87.6160778012933,Lounge
314,51st,"[41.80209, -87.618487]",TT Nails,41.806117,-87.606788,Cosmetics Shop
315,51st,"[41.80209, -87.618487]",Pockets,41.79947335966666,-87.5946873293008,Sandwich Place
316,51st,"[41.80209, -87.618487]",Washington Park,41.79950060993484,-87.60468619552671,Baseball Field
317,51st,"[41.80209, -87.618487]",Dollar Tree,41.80935199111531,-87.60807887336766,Discount Store
318,51st,"[41.80209, -87.618487]",Insomnia Cookies,41.79490914462068,-87.599345925249,Pastry Shop
319,51st,"[41.80209, -87.618487]",Subway,41.80269085028078,-87.60722709370037,Sandwich Place
320,51st,"[41.80209, -87.618487]",CTA - 51st,41.802106936464654,-87.61847999193603,Train Station
321,51st,"[41.80209, -87.618487]",Blanc,41.81358469194898,-87.6160032633152,Art Gallery
322,51st,"[41.80209, -87.618487]",Qdoba Mexican Grill,41.79129011483299,-87.60435850967694,Mexican Restaurant
323,51st,"[41.80209, -87.618487]",Uncle Joe's Tropical Dining,41.80950675436556,-87.61587177825524,Caribbean Restaurant
324,51st,"[41.80209, -87.618487]",Cedar's Mediterranean Kitchen,41.79992882764553,-87.59621672128615,Mediterranean Restaurant
325,51st,"[41.80209, -87.618487]",Uncle Remus,41.80956895041865,-87.60729758022751,Fast Food Restaurant
326,51st,"[41.80209, -87.618487]",Shark's Fish,41.802550346403066,-87.60686788309393,Seafood Restaurant
327,51st,"[41.80209, -87.618487]",Family Dollar,41.7962978468784,-87.62976542574474,Discount Store
328,51st,"[41.80209, -87.618487]",Harold's Chicken Shack,41.799867892933726,-87.5960799533077,Fried Chicken Joint
329,51st,"[41.80209, -87.618487]",University of Chicago Sky Lobby,41.7910742329221,-87.6047292514737,Restaurant
330,51st,"[41.80209, -87.618487]",Nickys Gyros,41.817019,-87.631525,Fast Food Restaurant
331,51st,"[41.80209, -87.618487]",Dollop Coffee Co.,41.794367256713294,-87.598920139211,Coffee Shop
332,51st,"[41.80209, -87.618487]",Al's Italian Beef,41.79527468482334,-87.63014151035227,Sandwich Place
333,51st,"[41.80209, -87.618487]",Red Mango - The University of Chicago Medical Center,41.790207,-87.60550500000001,Frozen Yogurt Shop
334,51st,"[41.80209, -87.618487]",Family Dollar,41.81380042671393,-87.6063182603912,Discount Store
335,51st,"[41.80209, -87.618487]",GameStop,41.79558507022261,-87.63002086630084,Video Game Store
336,51st,"[41.80209, -87.618487]",Walmart Neighborhood Market,41.808862077283266,-87.60697577825051,Grocery Store
337,51st,"[41.80209, -87.618487]",Nicky's Chinese Food,41.79995394302472,-87.59650511859262,Chinese Restaurant
338,51st,"[41.80209, -87.618487]",CTA - 47th,41.80968982913657,-87.63144263198265,Train Station
339,51st,"[41.80209, -87.618487]",Starbucks,41.79523428552959,-87.59665940828377,Coffee Shop
340,51st,"[41.80209, -87.618487]",Chase Bank,41.7999159,-87.5963229,Bank
341,51st,"[41.80209, -87.618487]",Honey 1 BBQ,41.81691,-87.60732,BBQ Joint
342,51st,"[41.80209, -87.618487]",Alice's,41.816452747196045,-87.62377549770207,BBQ Joint
343,51st,"[41.80209, -87.618487]",Redbox,41.799635557565914,-87.5951227301684,Video Store
344,51st,"[41.80209, -87.618487]",Au Bon Pain,41.78926106825796,-87.60443567817545,Sandwich Place
345,51st,"[41.80209, -87.618487]",Jimmy's Woodlawn Tap,41.79520328853792,-87.59669898267911,Dive Bar
346,51st,"[41.80209, -87.618487]",Friistyle,41.802329,-87.619415,Restaurant
347,51st,"[41.80209, -87.618487]",Church's Chicken,41.787655383849675,-87.62595021050572,Fried Chicken Joint
348,51st,"[41.80209, -87.618487]",Foot Locker,41.7960594685879,-87.62909275532758,Shoe Store
349,51st,"[41.80209, -87.618487]",51st & Calumet,41.799670411437084,-87.61698642028203,Intersection
350,51st,"[41.80209, -87.618487]",Popeyes Louisiana Kitchen,41.80974246900425,-87.6056583097968,Fried Chicken Joint
351,51st,"[41.80209, -87.618487]",Shell,41.794839959431975,-87.63201247821691,Gas Station
352,51st,"[41.80209, -87.618487]",KFC,41.794089,-87.625185,Fried Chicken Joint
353,51st,"[41.80209, -87.618487]",Maggies Gyros,41.80936825017545,-87.6175645304836,American Restaurant
354,51st,"[41.80209, -87.618487]",Burger King,41.7940863875475,-87.6251707971097,Fast Food Restaurant
355,51st,"[41.80209, -87.618487]",SUBWAY,41.817027851388886,-87.63141464013734,Sandwich Place
356,54th/Cermak,"[41.85177331, -87.75669201]",La Michoacana,41.85147039184747,-87.74620227449196,Dessert Shop
357,54th/Cermak,"[41.85177331, -87.75669201]",Lobo De Mar Restaurant,41.850685,-87.76173,Seafood Restaurant
358,54th/Cermak,"[41.85177331, -87.75669201]",Supermercado la chiquita,41.85134981282344,-87.7486938936139,Grocery Store
359,54th/Cermak,"[41.85177331, -87.75669201]",Wendy’s,41.85085889684721,-87.75343805551523,Fast Food Restaurant
360,54th/Cermak,"[41.85177331, -87.75669201]",Indio Restaurant,41.850703821887166,-87.77548918054285,Mexican Restaurant
361,54th/Cermak,"[41.85177331, -87.75669201]",Freddy's Pizza,41.85803147972823,-87.77653693370017,Pizza Place
362,54th/Cermak,"[41.85177331, -87.75669201]",Chipotle Mexican Grill,41.8507962,-87.7439411,Mexican Restaurant
363,54th/Cermak,"[41.85177331, -87.75669201]",Dunkin',41.8585887,-87.7645542,Donut Shop
364,54th/Cermak,"[41.85177331, -87.75669201]",Paisan's Pizza,41.85831905904787,-87.7712524236562,Pizza Place
365,54th/Cermak,"[41.85177331, -87.75669201]",Scatchell's Beef Stand,41.8515815577708,-87.7419444851613,Fast Food Restaurant
366,54th/Cermak,"[41.85177331, -87.75669201]",Stella Albano's Pizzeria,41.86537259338874,-87.7722297147506,Pizza Place
367,54th/Cermak,"[41.85177331, -87.75669201]",Al's Restaurant,41.85093663326444,-87.77606895675,Italian Restaurant
368,54th/Cermak,"[41.85177331, -87.75669201]",United Grill,41.851276610716006,-87.7540031192569,Breakfast Spot
369,54th/Cermak,"[41.85177331, -87.75669201]",Dollar Tree,41.84961110714917,-87.74088525606133,Discount Store
370,54th/Cermak,"[41.85177331, -87.75669201]",Aguascalientes Restaurant,41.85286748992682,-87.74440685222505,Mexican Restaurant
371,54th/Cermak,"[41.85177331, -87.75669201]",Las Delicias De Michoacan,41.862021,-87.746883,Dessert Shop
372,54th/Cermak,"[41.85177331, -87.75669201]",Dunkin',41.851564410783716,-87.74401022128262,Donut Shop
373,54th/Cermak,"[41.85177331, -87.75669201]",Subway,41.850632877737496,-87.75677141732052,Sandwich Place
374,54th/Cermak,"[41.85177331, -87.75669201]",Captain B's Shrimp House,41.865332,-87.76570699999999,Seafood Restaurant
375,54th/Cermak,"[41.85177331, -87.75669201]",Cermak Produce,41.85042739604125,-87.7409153978869,Grocery Store
376,54th/Cermak,"[41.85177331, -87.75669201]",Steak N' Egger,41.83655719630927,-87.7654303140798,Diner
377,54th/Cermak,"[41.85177331, -87.75669201]",PNC Bank,41.8505644,-87.7709813,Bank
378,54th/Cermak,"[41.85177331, -87.75669201]",El Meson,41.85099973404071,-87.766867672272,Mexican Restaurant
379,54th/Cermak,"[41.85177331, -87.75669201]",La Chiquita Taqueria,41.851387777700566,-87.74803532121017,Food & Drink Shop
380,54th/Cermak,"[41.85177331, -87.75669201]",Cafe Caribe,41.84353121504809,-87.77786153768616,Caribbean Restaurant
381,54th/Cermak,"[41.85177331, -87.75669201]",Torres Supermercado,41.84582066428133,-87.75663071015965,Grocery Store
382,54th/Cermak,"[41.85177331, -87.75669201]",Sam's Club,41.843162428927826,-87.74147225651765,Warehouse Store
383,54th/Cermak,"[41.85177331, -87.75669201]",Dar Nails,41.84994379105486,-87.74427852016574,Spa
384,54th/Cermak,"[41.85177331, -87.75669201]",SONIC Drive-In,41.83926592044315,-87.74426499999998,Fast Food Restaurant
385,54th/Cermak,"[41.85177331, -87.75669201]",Mis Chilaquiles,41.858211911969754,-87.76821858780474,Mexican Restaurant
386,54th/Cermak,"[41.85177331, -87.75669201]",Wingstop,41.8502330772789,-87.7442856811842,Wings Joint
387,54th/Cermak,"[41.85177331, -87.75669201]",Dollar General,41.856638000000004,-87.74475600000001,Discount Store
388,54th/Cermak,"[41.85177331, -87.75669201]",Papa John's Pizza,41.850804987753556,-87.75185934416956,Pizza Place
389,54th/Cermak,"[41.85177331, -87.75669201]",La Quebrada Restaurant,41.86570831105618,-87.74701895909149,Mexican Restaurant
390,54th/Cermak,"[41.85177331, -87.75669201]",Starbucks,41.839361610549204,-87.74148464821222,Coffee Shop
391,54th/Cermak,"[41.85177331, -87.75669201]",Baskin-Robbins,41.85156205761619,-87.7440200037094,Ice Cream Shop
392,54th/Cermak,"[41.85177331, -87.75669201]",Target,41.83937187088465,-87.74152330314608,Big Box Store
393,54th/Cermak,"[41.85177331, -87.75669201]",T-Mobile,41.84851128046519,-87.74361312389374,Mobile Phone Shop
394,54th/Cermak,"[41.85177331, -87.75669201]",Taqueria Los Comales,41.85105729596951,-87.77201702435548,Mexican Restaurant
395,54th/Cermak,"[41.85177331, -87.75669201]",CTA - Cicero,41.85189252418696,-87.74527638789598,Train Station
396,54th/Cermak,"[41.85177331, -87.75669201]",Starbucks,41.86446064703265,-87.74300197352026,Coffee Shop
397,54th/Cermak,"[41.85177331, -87.75669201]",Panda Express,41.836887587737564,-87.74406073187515,Chinese Restaurant
398,54th/Cermak,"[41.85177331, -87.75669201]",Las Gorditas Don Angel,41.838208,-87.754088,Mexican Restaurant
399,54th/Cermak,"[41.85177331, -87.75669201]",Planet Fitness,41.8481855888573,-87.74442792669231,Gym / Fitness Center
400,54th/Cermak,"[41.85177331, -87.75669201]",Firehouse Restaurant,41.866325074994705,-87.76579091653312,American Restaurant
401,54th/Cermak,"[41.85177331, -87.75669201]",Subway,41.84916452973519,-87.74350193255697,Sandwich Place
402,54th/Cermak,"[41.85177331, -87.75669201]",Cocula's Mexican Restaurant,41.8513570921418,-87.74638525686346,Mexican Restaurant
403,54th/Cermak,"[41.85177331, -87.75669201]",Taquería Los Altos de Jalisco,41.85403763423219,-87.74456443834647,Taco Place
404,54th/Cermak,"[41.85177331, -87.75669201]",U.S. Bank ATM,41.85090831290894,-87.74263658935601,ATM
405,54th/Cermak,"[41.85177331, -87.75669201]",Five Below,41.8384861,-87.741601,Miscellaneous Shop
406,54th/Cermak,"[41.85177331, -87.75669201]",Walgreens,41.851269,-87.7729274,Pharmacy
407,54th/Cermak,"[41.85177331, -87.75669201]",Subway,41.86571133510808,-87.76571256989666,Sandwich Place
408,54th/Cermak,"[41.85177331, -87.75669201]",T-Mobile,41.837669,-87.744371,Mobile Phone Shop
409,54th/Cermak,"[41.85177331, -87.75669201]",Zacatacos,41.85108466054459,-87.77977722751228,Mexican Restaurant
410,54th/Cermak,"[41.85177331, -87.75669201]",Walgreens,41.8516215,-87.7446091,Pharmacy
411,54th/Cermak,"[41.85177331, -87.75669201]",rue21,41.84902676446528,-87.74322420358658,Clothing Store
412,54th/Cermak,"[41.85177331, -87.75669201]",Redbox,41.851262,-87.772904,Video Store
413,54th/Cermak,"[41.85177331, -87.75669201]",AMC Showplace Cicero 14,41.848759264268914,-87.74281337922682,Multiplex
414,54th/Cermak,"[41.85177331, -87.75669201]",CVS pharmacy,41.8513783796778,-87.76285873239671,Pharmacy
415,54th/Cermak,"[41.85177331, -87.75669201]",Dunkin',41.86518385940761,-87.76885969204017,Donut Shop
416,54th/Cermak,"[41.85177331, -87.75669201]",Cindy Lyn Motel,41.841767,-87.75001400000001,Motel
417,54th/Cermak,"[41.85177331, -87.75669201]",Family Dollar,41.850446999999996,-87.776347,Discount Store
418,54th/Cermak,"[41.85177331, -87.75669201]",White Castle,41.8503149320582,-87.74382543840102,Fast Food Restaurant
419,54th/Cermak,"[41.85177331, -87.75669201]",Little Caesars Pizza,41.84240240649608,-87.74355141774264,Pizza Place
420,54th/Cermak,"[41.85177331, -87.75669201]",ALDI,41.86723401883547,-87.76490706695313,Supermarket
421,54th/Cermak,"[41.85177331, -87.75669201]",Steak'n Egger,41.865306,-87.764659,Breakfast Spot
422,54th/Cermak,"[41.85177331, -87.75669201]",Fifth Third Bank & ATM,41.85117057390541,-87.7747106552124,Bank
423,54th/Cermak,"[41.85177331, -87.75669201]",Subway,41.83782743342007,-87.74435851319464,Sandwich Place
424,54th/Cermak,"[41.85177331, -87.75669201]",ALDI,41.85168218820935,-87.74046287701822,Grocery Store
425,54th/Cermak,"[41.85177331, -87.75669201]",Family Dollar,41.866289270707945,-87.76641799696878,Discount Store
426,54th/Cermak,"[41.85177331, -87.75669201]",La Guadalupana,41.850677000000005,-87.762501,Mexican Restaurant
427,54th/Cermak,"[41.85177331, -87.75669201]",Hody's,41.86583229016325,-87.74377433452383,American Restaurant
